Artikelnummer | NW-Katalogartikelnummer,(Kurz)Bezeichnung | BMEcat-Kurztext,EAN - EAN,Hersteller | Lieferant-Name 1,HTrstTllTr-ArtikTlNr. | WTrksnummTr LiTfTrant,Konditionsgruppe - (NW-KS),Ursprungsland - Ursprungsland,Zolltarifnummer - Zolltarifnummer,Preiseinheit - Preiseinheit Verkauf,Gebindemenge / BMEcat Verpackungsmenge,Katalogpreis / empf. VK - VK Brutto Preis ./. Rabatt,BMEcat Inhaltseinheit / Basismengeneinheit (BME),Versand-Kz. - KZ Versandkennzeichen NW,Preisdatum EK / Konditionsdatum,"Netto-Einkaufspreis (indiv., falls vorh.)",Kennzeichen Preis gepflegt
6762222222,unknown,"3,34667E+12",,PZF-333334,YJ02,AU,54944454,1,1,112.00,PCE,P,18/08/2023,777.70,-1
6762222222,unknown,"3,34667E+12",,PZF-133133,YJ02,AU,54944454,1,1,88.21,PCE,P,18/08/2023,60.17,-1
6762222225,unknown,"3,34667E+12",,PZF-333335,YJ02,AU,54944454,1,1,66.21,PK,P,18/08/2023,88.00,-1
6762222226,unknown,"3,34667E+12",,PZF-333336,YJ02,AU,54944454,1,1,88.21,PK,P,18/08/2023,88.81,-1
6762222227,unknown,"3,34667E+12",,PZF-333337,YJ02,AU,54944454,1,1,88.21,PK,P,18/08/2023,88.81,-1
6762222223,unknown,"3,34667E+12",,PZF-333338,YJ02,AU,54944454,1,1,81.21,PCE,P,18/08/2023,86.60,-1
6762222223,unknown,"3,34667E+12",,PZF-3333533,YJ02,AU,54944454,1,1,88.21,PCE,P,18/08/2023,88.81,-1
6762222212,unknown,"3,34667E+12",,PZF-333351,YJ02,AU,54944454,1,1,16.21,PCE,P,18/08/2023,78.17,-1
6762222211,unknown,2,,PZF-333387,YJ02,AU,54944454,1,1,17.21,PCE,P,18/08/2023,76.00,-1
6762222213,unknown,"3,34667E+12",,PZF-3333333,YJ02,AU,54944454,1,1,86.21,PCE,P,18/08/2023,87.86,-1
6762222215,unknown,"3,34667E+12",,PZF-333343,YJ02,AU,54944454,1,1,81.21,PK,P,18/08/2023,86.86,-1
6762222222,unknown,"3,34667E+12",,PZF-3333633,YJ02,AU,54944454,1,1,6861.00,PCE,P,18/08/2023,8080.07,-1
6762222221,unknown,"3,34667E+12",,PZF-3333733,YJ02,AU,54944454,1,1,6071.00,PCE,P,18/08/2023,886.00,-1
6762222222,unknown,"3,34667E+12",,PZF-333327,YJ02,AU,54944454,1,1,88.21,PCE,P,18/08/2023,67.70,-1
6762222223,unknown,"3,34667E+12",,PZF-333333,YJ02,AU,54944454,1,1,88.21,PCE,P,18/08/2023,67.70,-1
6762222226,unknown,"3,34667E+12",,PZF-13314,YJ02,AU,54944454,1,1,882.00,PCE,P,18/08/2023,887.10,-1
6762222226,unknown,"3,34667E+12",,PZF-333357,YJ02,AU,54944454,1,1,26.21,PK,P,18/08/2023,18.86,-1
6762222227,unknown,"3,34667E+12",,PZF-333358,YJ02,AU,54944454,1,1,26.21,PK,P,18/08/2023,18.86,-1
6762222223,unknown,"3,34667E+12",,PZF-333374,YJ02,AU,54944454,1,1,18.21,SA,P,18/08/2023,78.18,-1
6762222223,unknown,"3,34667E+12",,PZF-11336,YJ02,AU,54944454,1,1,882.00,PCE,P,18/08/2023,887.10,-1
6762222232,unknown,"3,34667E+12",,PZF-333314,YJ02,AU,54944454,1,1,88.21,PCE,P,18/08/2023,88.81,-1
6762222231,unknown,"3,34667E+12",,PZF-333316,YJ02,AU,54944454,1,1,88.21,PCE,P,18/08/2023,88.81,-1
6762222232,unknown,"3,34667E+12",,PZF-13312,YJ02,AU,54944454,1,1,88.21,PCE,P,18/08/2023,88.68,-1
6762222233,unknown,"3,34667E+12",,PZF-13313,YJ02,AU,54944454,1,1,88.21,PCE,P,18/08/2023,88.68,-1
6762222236,unknown,"3,34667E+12",,PZF-333373,YJ02,AU,54944454,1,1,18.21,PCE,P,18/08/2023,78.18,-1
6762222236,unknown,"3,34667E+12",,PZF-333328,YJ02,AU,54944454,1,1,26.21,PK,P,18/08/2023,18.88,-1
6762222233,unknown,"3,34667E+12",,PZF-333325,YJ02,AU,54944454,1,1,611.00,PCE,P,18/08/2023,810.17,-1
6762222233,unknown,"3,34667E+12",,PZF-13315,YJ02,AU,54944454,1,1,622.00,PCE,P,18/08/2023,808.70,-1
6762222262,unknown,"3,34667E+12",,PZF-13316,YJ02,AU,54944454,1,1,18.21,PCE,P,18/08/2023,78.18,-1
6762222261,unknown,"3,34667E+12",,PZF-13317,YJ02,AU,54944454,1,1,612.00,PCE,P,18/08/2023,818.08,-1
6762222262,unknown,"3,34667E+12",,PZF-13318,YJ02,AU,54944454,1,1,18.21,PK,P,18/08/2023,78.18,-1
6762222263,unknown,"3,34667E+12",,PZF-13313,YJ02,AU,54944454,1,1,28.21,PK,P,18/08/2023,17.81,-1
6762222266,unknown,"3,34667E+12",,PZF-133233,YJ02,AU,54944454,1,1,28.21,PK,P,18/08/2023,17.81,-1
6762222265,unknown,"3,34667E+12",,PZF-13321,YJ02,AU,54944454,1,1,28.21,PCE,P,18/08/2023,17.81,-1
6762222266,unknown,"3,34667E+12",,PZF-13322,YJ02,AU,54944454,1,1,602.00,PCE,P,18/08/2023,86.60,-1
6762222267,unknown,"3,34667E+12",,PZF-333375,YJ02,AU,54944454,1,1,82.21,PCE,P,18/08/2023,87.70,-1
6762222263,unknown,"3,34667E+12",,PZF-13327,YJ02,AU,54944454,1,1,602.00,PCE,P,18/08/2023,86.60,-1
6762222263,unknown,"3,34667E+12",,PZF-333352,YJ02,AU,54944454,1,1,12.21,PCE,P,18/08/2023,77.10,-1
6762222252,unknown,"3,34667E+12",,PZF-333377,YJ02,AU,54944454,1,1,12.21,PCE,P,18/08/2023,77.10,-1
6762222251,unknown,"3,34667E+12",,PZF-333364,YJ02,AU,54944454,1,1,681.00,PCE,P,18/08/2023,87.10,-1
6762222252,unknown,"3,34667E+12",,PZF-333362,YJ02,AU,54944454,1,1,681.00,PCE,P,18/08/2023,87.10,-1
6762222253,unknown,"3,34667E+12",,PZF-333363,YJ02,AU,54944454,1,1,681.00,PCE,P,18/08/2023,87.10,-1
6762222256,unknown,"3,34667E+12",,PZF-333378,YJ02,AU,54944454,1,1,60.21,PCE,P,18/08/2023,78.86,-1
6762222255,unknown,"3,34667E+12",,PZF-133333,YJ02,AU,54944454,1,1,88.21,PCE,P,18/08/2023,88.81,-1
6762222256,unknown,"3,34667E+12",,PZF-13328,YJ02,AU,54944454,1,1,88.21,PCE,P,18/08/2023,88.68,-1
6762222257,unknown,"3,34667E+12",,PZF-11331,YJ02,AU,54944454,1,1,78.21,PCE,P,18/08/2023,87.76,-1
3222533665,unknown,"1,32216E+12",,Z333321.33,ZH11,FR,69475464,1,10,2.67,PCE,P,18/08/2023,8.89,-1
3222533666,unknown,"1,32216E+12",,Z333321.1,ZH11,FR,69475464,1,10,2.20,PCE,P,18/08/2023,8.89,-1
3222533667,unknown,"1,32216E+12",,Z333321.2,ZH11,FR,69475464,1,10,2.20,PCE,P,18/08/2023,8.89,-1
3222533663,unknown,"1,32216E+12",,Z333321.3,ZH11,FR,69475464,1,10,2.67,PCE,P,18/08/2023,8.89,-1
3222533663,unknown,"1,32216E+12",,Z333321.4,ZH11,FR,69475464,1,10,2.08,PCE,P,18/08/2023,8.18,-1
3222533652,unknown,"1,32216E+12",,Z333321.5,ZH11,FR,69475464,1,10,8.78,PCE,P,18/08/2023,8.87,-1
3222533651,unknown,"1,32216E+12",,Z333321.6,ZH11,FR,69475464,1,10,8.67,PCE,P,18/08/2023,8.82,-1
3222533652,unknown,"1,32216E+12",,Z333321.7,ZH11,FR,69475464,1,10,8.88,PCE,P,18/08/2023,8.11,-1
3222533653,unknown,"1,32216E+12",,Z333321.8,ZH11,FR,69475464,1,10,8.82,PCE,P,18/08/2023,8.89,-1
3222533656,unknown,"1,32216E+12",,Z333321.3,ZH11,FR,69475464,1,10,8.78,PCE,P,18/08/2023,8.87,-1
3222533655,unknown,"1,32216E+12",,Z33332133.33,ZH11,BR,69475464,1,10,68.00,PCE,P,18/08/2023,8.88,-1
3222533656,unknown,"1,32216E+12",,Z33332133.2,ZH11,BR,69475464,1,5,67.81,PCE,P,18/08/2023,7.79,-1
3222533657,unknown,"1,32216E+12",,Z33332133.5,ZH11,BR,69475464,1,5,68.60,PCE,P,18/08/2023,7.60,-1
3222533653,unknown,"1,32216E+12",,Z3333211.33,ZH11,BR,69475464,1,5,80.80,PCE,P,18/08/2023,8.79,-1
3222533653,unknown,"1,32216E+12",,Z3333211.5,ZH11,BR,69475464,1,5,88.61,PCE,P,18/08/2023,8.81,-1
3222533662,unknown,"1,32216E+12",,Z3333212.33,ZH11,BR,69475464,1,5,88.61,PCE,P,18/08/2023,80.88,-1
3222533661,unknown,"1,32216E+12",,Z3333212.5,ZH11,BR,69475464,1,5,86.21,PCE,P,18/08/2023,88.07,-1
3222533662,unknown,"1,32216E+12",,Z3333213.33,ZH11,BR,69475464,1,5,88.61,PCE,P,18/08/2023,81.09,-1
3222533663,unknown,"1,32216E+12",,Z3333213.5,ZH11,BR,69475464,1,1,80.01,PCE,P,18/08/2023,86.82,-1
3222533666,unknown,"1,32216E+12",,Z3333214.33,ZH11,BR,69475464,1,1,80.10,PCE,P,18/08/2023,87.08,-1
